ISIC_0000006,661267650
ISIC_0000001,623722701
ISIC_0000003,748629076
ISIC_0000002,229925048
ISIC_0000000,1046267165
ISIC_0000008,742781032
ISIC_0000011,817584935
ISIC_0000014,157293458
ISIC_0000015,693628073
ISIC_0000016,1006378602
ISIC_0000017,625621474
ISIC_0000018,961397616
ISIC_0000010,707293573
ISIC_0000019,967857500
ISIC_0000020,975916849
ISIC_0000022,632697438
ISIC_0000023,642834872
ISIC_0000024,1044027073
ISIC_0000025,341522835
ISIC_0000026,194181941
ISIC_0000027,267255059
ISIC_0000028,969112681
ISIC_0000029,790468901
ISIC_0000030,309808164
ISIC_0000009,357832941
ISIC_0000031,440488248
ISIC_0000032,667838458
ISIC_0000034,1035826680
ISIC_0000035,81920672
ISIC_0000036,934049688
ISIC_0000037,776143200
ISIC_0000038,433156152
ISIC_0000039,235385963
ISIC_0000040,1000686323
ISIC_0000041,1005720932
ISIC_0000042,662614467
ISIC_0000043,942027410
ISIC_0000044,504108959
ISIC_0000045,9450283
ISIC_0000046,699878402
ISIC_0000047,612893186
ISIC_0000048,409491790
ISIC_0000049,53109456
ISIC_0000050,1024566350
ISIC_0000051,260606195
ISIC_0000052,189395998
ISIC_0000053,650330989
ISIC_0000054,959458793
ISIC_0000055,579585821
ISIC_0000056,177011557
ISIC_0000057,307168581
ISIC_0000059,1002714705
ISIC_0000061,112742590
ISIC_0000062,1060177948
ISIC_0000063,112403634
ISIC_0000064,356983041
ISIC_0000065,1066118777
ISIC_0000066,609156355
ISIC_0000067,236994215
ISIC_0000068,487712248
ISIC_0000069,32387188
ISIC_0000071,323296266
ISIC_0000072,319793638
ISIC_0000073,225588766
ISIC_0000074,577607585
ISIC_0000075,575450923
ISIC_0000078,711668687
ISIC_0000077,286672052
ISIC_0000080,636216376
ISIC_0000082,489616933
ISIC_0000086,212216168
ISIC_0000088,360884831
ISIC_0000081,17376433
ISIC_0000085,632377662
ISIC_0000091,826592958
ISIC_0000087,488622679
ISIC_0000089,314527415
ISIC_0000079,902957864
ISIC_0000093,366451129
ISIC_0000095,81883626
ISIC_0000092,500642231
ISIC_0000097,99131315
ISIC_0000099,542962405
ISIC_0000101,994733302
ISIC_0000096,219231144
ISIC_0000098,754357009
ISIC_0000103,69595453
ISIC_0000105,500151692
ISIC_0000100,157659829
ISIC_0000108,91608629
ISIC_0000094,240577266
ISIC_0000102,298470014
ISIC_0000104,515159581
ISIC_0000109,887723664
ISIC_0000107,245730136
ISIC_0000112,988440353
ISIC_0000116,1044161484
ISIC_0000111,808491689
ISIC_0000119,861605847
ISIC_0000113,893175232
ISIC_0000121,936820301
ISIC_0000118,1046999342
ISIC_0000120,212743390
ISIC_0000123,1068741966
ISIC_0000122,633799178
ISIC_0000124,914617531
ISIC_0000125,550459442
ISIC_0000127,1001013478
ISIC_0000129,782875173
ISIC_0000126,554140212
ISIC_0000131,257894055
ISIC_0000128,729914512
ISIC_0000133,124490417
ISIC_0000130,461681517
ISIC_0000135,543415767
ISIC_0000132,114964081
ISIC_0000137,1039494912
ISIC_0000139,601393381
ISIC_0000134,873358670
ISIC_0000136,466692893
ISIC_0000141,598100839
ISIC_0000143,631928262
ISIC_0000140,541958725
ISIC_0000138,413205621
ISIC_0000142,204277335
ISIC_0000146,89186830
ISIC_0000148,730335413
ISIC_0000145,768261902
ISIC_0000150,608314614
ISIC_0000149,438980124
ISIC_0000152,137117546
ISIC_0000147,715321070
ISIC_0000151,568494541
ISIC_0000154,157027898
ISIC_0000156,562935896
ISIC_0000153,361562978
ISIC_0000159,452424772
ISIC_0000161,190582869
ISIC_0000155,524733387
ISIC_0000163,186644982
ISIC_0000160,674096122
ISIC_0000165,781133702
ISIC_0000162,336232652
ISIC_0000167,181870333
ISIC_0000164,932678944
ISIC_0000171,567559479
ISIC_0000166,105938092
ISIC_0000169,247747544
ISIC_0000174,211590720
ISIC_0000177,338379221
ISIC_0000172,1003912904
ISIC_0000181,387799302
ISIC_0000176,656129455
ISIC_0000179,226148100
ISIC_0000184,463999049
ISIC_0000186,935315419
ISIC_0000182,969636811
ISIC_0000189,736630326
ISIC_0000185,47877540
ISIC_0000191,257012608
ISIC_0000188,323348747
ISIC_0000193,12295628
ISIC_0000190,223731716
ISIC_0000192,94589552
ISIC_0000197,900132102
ISIC_0000199,263655248
ISIC_0000202,455556774
ISIC_0000196,531120001
ISIC_0000204,114132601
ISIC_0000198,1026929231
ISIC_0000206,343900315
ISIC_0000203,221140163
ISIC_0000201,696551736
ISIC_0000208,475262411
ISIC_0000205,307043362
ISIC_0000211,66880544
ISIC_0000207,699937466
ISIC_0000213,789001383
ISIC_0000209,274676226
ISIC_0000215,314265298
ISIC_0000212,80173010
ISIC_0000217,600826609
ISIC_0000214,38048315
ISIC_0000219,314495520
ISIC_0000216,210071957
ISIC_0000221,358734173
ISIC_0000223,1040312172
ISIC_0000218,1071371367
ISIC_0000220,93999417
ISIC_0000225,748368811
ISIC_0000222,979801898
ISIC_0000227,749675892
ISIC_0000224,609781760
ISIC_0000231,116284617
ISIC_0000233,55696652
ISIC_0000229,835940408
ISIC_0000226,302377151
ISIC_0000235,383353974
ISIC_0000232,675225168
ISIC_0000237,456003479
ISIC_0000234,881099337
ISIC_0000240,981662620
ISIC_0000236,215889333
ISIC_0000243,832596039
ISIC_0000239,714455674
ISIC_0000245,580715173
ISIC_0000242,747036333
ISIC_0000247,352066578
ISIC_0000244,1039018597
ISIC_0000251,1031994450
ISIC_0000246,595528314
ISIC_0000253,255526602
ISIC_0000255,446434462
ISIC_0000250,168408453
ISIC_0000258,884245591
ISIC_0000252,157460997
ISIC_0000254,200742262
ISIC_0000260,706891588
ISIC_0000262,1072347283
ISIC_0000264,709998780
ISIC_0000259,647914553
ISIC_0000261,649013137
ISIC_0000268,215702674
ISIC_0000263,862932379
ISIC_0000274,414546805
ISIC_0000265,200843451
ISIC_0000276,672012625
ISIC_0000278,94479617
ISIC_0000275,101762059
ISIC_0000282,946601431
ISIC_0000269,902134971
ISIC_0000277,115452015
ISIC_0000285,1050338915
ISIC_0000281,862903500
